cliente_id,nombre,email,region,comuna,segmento_rfm,fecha_registro,canal_adquisicion
477,Luis Barrientos,zcontreras@example.net,Metropolitana,Puente Alto,New,2023-04-14,Referido
478,Javiera Rosa Saavedra Briones,juan36@example.net,La Araucanía,Temuco,Potential,2024-06-01,Google Ads
479,Natalia Tatiana Villar Ramírez,patriciotorres@example.net,La Araucanía,Temuco,At Risk,2025-04-03,Referido
480,Lidia Martina Rodríguez Riquelme,emmasoto@example.org,Biobío,Los Ángeles,At Risk,2024-08-14,Facebook/Instagram
481,Mónica Morales Vallejos,villalobosalex@example.org,La Araucanía,Victoria,At Risk,2024-10-17,TikTok
482,Karla Cornejo,aliagaluz@example.org,Valparaíso,Viña del Mar,Hibernating,2023-11-01,Referido
483,Alejandra Vargas Díaz,segundocaballero@example.net,Metropolitana,Estación Central,Champions,2023-07-10,Orgánico
484,Matías Felipe Díaz Jaque,juan79@example.net,Metropolitana,La Reina,Lost,2024-04-22,Google Ads
485,Vanessa María Fica Salgado,onavarro@example.com,Metropolitana,Santiago,Loyal,2024-12-11,Facebook/Instagram
486,Mauricio José Soto Mendoza,jofreandres@example.org,O'Higgins,San Fernando,At Risk,2023-05-06,Facebook/Instagram
487,Gladys Digna Riffo Vera,leonardomamani@example.net,Biobío,Los Ángeles,Champions,2025-06-28,Facebook/Instagram
488,Daniella Andrea Bustos Vivanco,silviaretamal@example.org,Valparaíso,Quilpué,Champions,2024-11-13,Google Ads
489,José Villarroel Duarte,vmellado@example.org,Valparaíso,San Antonio,Loyal,2024-02-14,Facebook/Instagram
490,María Ana Cáceres Fernández,carlos61@example.org,Antofagasta,Tocopilla,Champions,2023-08-07,Email Marketing
491,Juan Iturra Rivera,escobarmaria@example.org,Metropolitana,La Reina,At Risk,2023-07-01,TikTok
492,Julio Pedro Jara Vargas,mirandayuri@example.org,Biobío,Los Ángeles,Champions,2025-06-06,Google Ads
493,Manuel Ibarra,rgallardo@example.net,Valparaíso,San Antonio,Hibernating,2023-04-09,TikTok
494,Catalina Constanza Tapia Pérez,kbelmar@example.net,Biobío,Chiguayante,Champions,2025-06-28,Email Marketing
495,Victoria Alicia Riquelme Cerda,mariafuentes@example.com,Metropolitana,Estación Central,Champions,2024-08-26,Orgánico
496,Pamela García,danae98@example.org,O'Higgins,Rengo,At Risk,2024-02-21,Facebook/Instagram
497,Yerko Barrientos,marcelonunez@example.net,Antofagasta,Taltal,Champions,2024-10-03,Referido
498,Pablo Felipe Figueroa Gómez,juangarces@example.com,Biobío,Concepción,Loyal,2023-11-01,Referido
499,Gladys Ibarra,moragaflavia@example.net,La Araucanía,Victoria,New,2025-03-21,Facebook/Instagram
500,Juan José Leiva Navarro,jortega@example.net,Antofagasta,Tocopilla,At Risk,2024-06-01,Referido
501,Pascuala Lía Garrido Montenegro,galleguillosjuan@example.org,La Araucanía,Angol,At Risk,2023-09-07,Facebook/Instagram
502,Giselle García Tapia,daniel48@example.com,Metropolitana,Macul,Loyal,2024-08-12,Orgánico
503,Gonzalo Muñoz Bascuñán,mirta16@example.org,Biobío,Hualpén,Champions,2023-10-22,Referido
504,Yasna Esmeralda Cavieres Marín,figueroaalexandra@example.net,Biobío,Chiguayante,Loyal,2024-02-02,Email Marketing
505,Carlos Víctor Aracena Arias,contrerasbrenda@example.com,Valparaíso,Quilpué,New,2025-06-29,TikTok
506,Cecilia Díaz,lgonzalez@example.org,La Araucanía,Villarrica,Champions,2023-04-09,Referido
507,María Silvia Aguilar Cabezas,ruth56@example.net,Antofagasta,Tocopilla,At Risk,2025-02-03,Email Marketing
508,Marcia Barría San Martín,rsolis@example.org,Antofagasta,Tocopilla,Loyal,2023-05-15,Google Ads
509,Gerardo Zamora Córdova,llanosjosefa@example.net,Valparaíso,Quilpué,New,2023-07-20,Referido
510,Blanca Castro Rojas,xcastillo@example.net,Metropolitana,Providencia,New,2024-02-07,Orgánico
511,Eduardo Rodrigo Escobar Flores,navarromauricio@example.net,Los Ríos,Río Bueno,Hibernating,2024-08-08,Email Marketing
512,Juan Octavio Correa Román,enriquegonzalez@example.com,Maule,Curicó,New,2024-12-04,Facebook/Instagram
513,Soledad Leiva Silva,margarita01@example.com,Metropolitana,Macul,Champions,2023-02-01,Facebook/Instagram
514,Gary Gabriel Céspedes Fuentes,villegasjuana@example.net,Antofagasta,Calama,Champions,2025-05-15,Referido
515,Max Franco Cisternas Orellana,ucarcamo@example.com,O'Higgins,Santa Cruz,At Risk,2024-04-06,Referido
516,Carolina Florencia López Moncada,reyesherminia@example.org,Valparaíso,Villa Alemana,Lost,2023-04-07,Orgánico
517,Arsenio Marco Montoya Bahamondes,jacevedo@example.com,Biobío,Hualpén,At Risk,2023-10-29,Email Marketing
518,María Agustina Aracena Sáez,saldiassamuel@example.com,Metropolitana,Ñuñoa,Lost,2023-10-30,Google Ads
519,Rosa Jenny González Alarcón,espinozajuana@example.com,Metropolitana,Las Condes,Loyal,2023-10-02,Orgánico
520,Elba Romina Vásquez Bustamante,munozlucas@example.net,Metropolitana,Peñalolén,New,2024-08-26,TikTok
521,Dominga Daniela Retamal Sepúlveda,agustina65@example.org,Maule,Linares,New,2023-05-23,Email Marketing
522,Esther Isabel Vergara González,dbriones@example.net,Metropolitana,Providencia,Loyal,2025-04-23,Referido
523,Bianca Ríos Guerra,mvera@example.net,Metropolitana,La Florida,New,2023-08-04,TikTok
524,Maite Riquelme Miranda,patriciachoque@example.net,Metropolitana,Puente Alto,New,2023-12-22,Facebook/Instagram
525,Francisco Bórquez,mariaorellana@example.net,Valparaíso,Valparaíso,Lost,2024-01-22,Email Marketing
526,María Samantha Villar Godoy,luis30@example.net,Antofagasta,Tocopilla,Champions,2024-07-10,Email Marketing
527,Juan Vidal Cisternas,wlillo@example.net,Metropolitana,Puente Alto,Loyal,2023-12-05,Email Marketing
528,Lorena Elsa Henríquez Flores,emiliovergara@example.net,Metropolitana,La Reina,Hibernating,2025-04-09,Facebook/Instagram
529,Manuel Martínez,aida34@example.org,La Araucanía,Victoria,At Risk,2025-06-19,TikTok
530,Gabriela María López Saavedra,egutierrez@example.net,Valparaíso,Viña del Mar,At Risk,2023-12-16,Orgánico
531,Eduardo Raúl Maturana Collao,maria21@example.org,Metropolitana,Lo Barnechea,Loyal,2024-01-19,Facebook/Instagram
532,Héctor Fernando Gallardo Durán,clementeriquelme@example.net,Valparaíso,Quilpué,Potential,2025-03-07,Google Ads
533,María Paola Reyes Hernández,canalesantonella@example.org,Metropolitana,La Reina,At Risk,2024-02-05,Referido
534,Juan Mellado Inostroza,janet30@example.org,Metropolitana,Las Condes,Champions,2025-04-25,Orgánico
535,Jacqueline Carolina Sáez Roa,franciscotoro@example.com,Valparaíso,Quilpué,New,2024-11-25,Referido
536,Rodrigo Lagos Méndez,leonor33@example.org,Valparaíso,Viña del Mar,Hibernating,2024-10-16,Email Marketing
537,Cristina Valencia,luengoflavio@example.net,Antofagasta,Calama,Loyal,2025-04-03,Facebook/Instagram
538,Graciela Torres,estradacatherine@example.com,Metropolitana,Maipú,New,2025-01-05,Google Ads
539,Ana Zapata Vásquez,andresmunoz@example.org,Biobío,Los Ángeles,Lost,2024-08-27,TikTok
540,Felipe Mendoza Muñoz,arenascarmen@example.org,Biobío,Los Ángeles,Lost,2024-12-10,Facebook/Instagram
541,Andrea Rosa Riveros López,navarretealejandra@example.com,Metropolitana,La Reina,At Risk,2024-08-20,Email Marketing
542,Carmen Amanda Rivera Ahumada,eduardo46@example.org,Biobío,Los Ángeles,Champions,2024-12-24,Facebook/Instagram
543,Gladys Bravo Barraza,leivaromina@example.org,Metropolitana,Las Condes,At Risk,2023-04-16,Facebook/Instagram
544,María Muñoz Santibáñez,patricioparra@example.org,Coquimbo,La Serena,New,2024-01-03,Referido
545,José Eduardo Rodríguez Suárez,sierrajose@example.com,Metropolitana,Lo Barnechea,At Risk,2023-09-07,TikTok
546,Alejandrina Karina Lucero Salazar,zguerrero@example.org,Valparaíso,Valparaíso,Hibernating,2025-03-09,Email Marketing
547,Ignacio Renato Cuevas Riveros,yvidal@example.org,Metropolitana,San Miguel,At Risk,2023-10-01,Email Marketing
548,Ian López Aedo,espinozacarlos@example.net,Los Ríos,Valdivia,Champions,2023-02-14,Email Marketing
549,Teresa Daniela Alarcón González,antoniaacuna@example.com,Valparaíso,San Antonio,At Risk,2024-02-01,TikTok
550,Rosa Carrasco Muñoz,vilma44@example.com,Biobío,Hualpén,Loyal,2023-11-26,Google Ads
551,Fredy Patricio Pizarro Arévalo,cruz@example.com,Metropolitana,Ñuñoa,Loyal,2023-08-14,Orgánico
552,María Margarita Armijo Allende,evera@example.com,Los Lagos,Puerto Montt,Lost,2025-02-09,Google Ads
553,Krishna Anita Flores Vicencio,julian77@example.org,Metropolitana,Maipú,Lost,2023-12-27,Referido
554,María Cecilia Manríquez Rodríguez,olivamarco@example.com,O'Higgins,San Fernando,New,2024-11-25,Referido
555,Oscar Cuevas,san-martingloria@example.net,Metropolitana,Peñalolén,Champions,2024-07-02,Referido
556,Carlos José Acuña Rodríguez,antonia02@example.net,Metropolitana,Macul,Hibernating,2024-05-03,TikTok
557,Juan Bruno Vásquez Olivares,wsalas@example.com,Metropolitana,Santiago,Loyal,2023-07-02,Email Marketing
558,Angélica Makarena Cornejo Castro,valentina20@example.net,Valparaíso,Quilpué,Hibernating,2024-01-12,TikTok
559,Ignacio Farías Arce,arielgomez@example.com,Biobío,Hualpén,Lost,2024-10-08,Facebook/Instagram
560,Ana González Fuentes,jorge56@example.org,Metropolitana,Vitacura,Lost,2023-06-07,Email Marketing
561,Rocío Alexandra Concha Vásquez,matias79@example.org,Los Lagos,Castro,Hibernating,2025-01-07,TikTok
562,Paulina Paola Valdés Durán,rodriguezbrenda@example.org,Valparaíso,Quilpué,At Risk,2025-06-01,Email Marketing
563,Norman Luis Flores Cornejo,estebanruiz@example.org,Valparaíso,Viña del Mar,Loyal,2023-04-04,Facebook/Instagram
564,Roberto Jorge Villanueva Pulgar,cristiangutierrez@example.com,Valparaíso,Viña del Mar,Lost,2023-05-08,Facebook/Instagram
565,Teresa Elsa Sanhueza Figueroa,hernandezpatricio@example.org,Valparaíso,Viña del Mar,Loyal,2023-10-25,TikTok
566,Miriam Espinoza,aguileraveronica@example.org,Biobío,Chiguayante,At Risk,2025-02-19,Referido
567,Constanza Flores Leal,diego72@example.net,Metropolitana,Quilicura,At Risk,2023-06-01,TikTok
568,Matilde Sofía Prado Díaz,abelplaza@example.com,Metropolitana,Providencia,Lost,2023-07-02,Email Marketing
569,María Muñoz,paola31@example.net,O'Higgins,Santa Cruz,Loyal,2024-04-18,Referido
570,Carmela Berta Medina Silva,paulinalara@example.com,Antofagasta,Calama,Champions,2023-03-24,Facebook/Instagram
571,Jorge Bruno Salas Leiva,wnavarro@example.net,Metropolitana,Macul,Champions,2024-02-07,Orgánico
572,Antonella Celeste Fuentealba Bruna,bastiancastro@example.com,Metropolitana,Vitacura,At Risk,2024-10-07,TikTok
573,Martín Valenzuela,nancyquiroz@example.net,Biobío,Hualpén,Potential,2024-05-22,Google Ads
574,Claudio Ruiz,pespinoza@example.net,Valparaíso,San Antonio,Champions,2024-10-20,Facebook/Instagram
575,Cecilia Ana González Cabrera,pilar97@example.net,Metropolitana,Macul,Loyal,2024-02-12,Facebook/Instagram
576,Oscar Espinoza Rosas,vanessacifuentes@example.org,Metropolitana,Peñalolén,Champions,2023-10-03,TikTok
577,Bryan Reyes-Aravena,uguevara@example.com,La Araucanía,Padre Las Casas,Lost,2023-05-02,Orgánico
578,Javier Jonathan Díaz Zamorano,natalia65@example.org,Biobío,Los Ángeles,At Risk,2024-11-28,Google Ads
579,Patricio Espinoza Castillo,alison53@example.org,Metropolitana,Las Condes,Champions,2024-11-23,Orgánico
580,María Liliana Contreras Martínez,sonia14@example.org,Metropolitana,Macul,Hibernating,2024-11-27,Referido
581,Benjamín Pedro Bastías Paredes,igarcia@example.com,Metropolitana,Lo Barnechea,Champions,2023-07-05,Google Ads
582,Segundo Cerda-Sandoval Cerda,kvaldes@example.net,La Araucanía,Victoria,Loyal,2023-10-08,Google Ads
583,Mónica Lira Meléndez,pascual47@example.org,Metropolitana,Quilicura,At Risk,2023-05-12,Referido
584,Josefa Cabezas Garrido,maria44@example.com,Metropolitana,Ñuñoa,Potential,2023-11-19,Facebook/Instagram
585,Gladys María Silva Cárdenas,tamaravillegas@example.org,Los Lagos,Puerto Montt,Loyal,2023-02-21,Orgánico
586,Scarlett Acuña Arriagada,belenguzman@example.org,Metropolitana,Ñuñoa,Hibernating,2024-10-04,Email Marketing
587,Santiago Álvarez,qcastro@example.org,Biobío,Concepción,Hibernating,2024-10-16,Google Ads
588,Wilson Benjamín Méndez Ulloa,jonathanjaramillo@example.org,Metropolitana,Estación Central,Lost,2024-11-18,Google Ads
589,Camila García Miranda,martin60@example.org,Metropolitana,Las Condes,Champions,2024-10-26,Referido
590,Enrique Manuel Garrido Santibáñez,obarria@example.org,Metropolitana,Santiago,At Risk,2024-05-05,TikTok
591,Maribel Camila Alarcón Aránguiz,thomasdiaz@example.com,La Araucanía,Villarrica,Loyal,2024-04-06,Orgánico
592,Laura Emilia Carvajal Cifuentes,maritza82@example.org,Maule,Constitución,New,2025-04-10,Email Marketing
593,Hernán Atilio Gutiérrez Sánchez,maria21@example.com,Maule,Linares,New,2024-11-26,Facebook/Instagram
594,Isabel Elgueta,imena@example.org,Metropolitana,San Miguel,Lost,2023-11-18,Email Marketing
595,Manuel Cristian Verdugo Sepúlveda,fpizarro@example.org,Biobío,Talcahuano,Loyal,2024-05-02,Email Marketing
596,Lissette Jara,elenacontreras@example.net,Metropolitana,Ñuñoa,Champions,2025-05-15,Orgánico
597,Juan José Guerra Yáñez,koyarzo@example.com,Metropolitana,Macul,Loyal,2025-04-28,Referido
598,Francisco Huerta Barrera,salazarfrancisco@example.org,O'Higgins,San Fernando,Loyal,2025-02-24,Orgánico
599,Alejandra Magdalena Villarroel Altamirano,angelalvarez@example.org,Metropolitana,Lo Barnechea,New,2024-07-23,Facebook/Instagram
600,María Benavides,velasquezluis@example.org,Metropolitana,Lo Barnechea,At Risk,2025-06-10,Google Ads
601,Danilo Labra,luisa24@example.org,Metropolitana,Estación Central,Champions,2023-07-22,TikTok
602,Fabián Bastián Flores Cofré,patricio66@example.com,Metropolitana,Estación Central,Loyal,2024-11-06,Referido
603,Dania Juana Correa Espinoza,rfuentes@example.net,Metropolitana,Providencia,Hibernating,2025-06-04,Referido
604,Jacqueline Sonia Mella Quispe,dleiva@example.org,Biobío,Talcahuano,Lost,2024-09-08,Google Ads
605,Luis Benjamín Hernández Díaz,jarabarbara@example.org,Valparaíso,Viña del Mar,Lost,2024-06-07,Orgánico
606,Enrique Esteban Mellado González,marcelacastro@example.org,O'Higgins,San Fernando,At Risk,2024-09-08,Referido
607,Miguel Eduardo Godoy Canales,rodrigo22@example.com,Maule,Linares,At Risk,2024-11-20,Facebook/Instagram
608,Byron Gatica Gutiérrez,jaimelorca@example.net,Metropolitana,Peñalolén,New,2024-10-28,Orgánico
609,Tatiana Paz Núñez Bustamante,karen45@example.com,Metropolitana,Maipú,Potential,2024-04-28,TikTok
610,Patricio Jara Vásquez,elisa67@example.com,Metropolitana,San Miguel,Loyal,2025-04-18,Orgánico
611,Alain León Galaz Monsalve,olagos@example.net,Biobío,Talcahuano,New,2025-05-07,Referido
612,Mercedes Marianela Vallejos-González Torres,xmoraga@example.com,Metropolitana,Quilicura,Loyal,2023-06-07,TikTok
613,Rafael Fernández,lorenamunoz@example.com,Biobío,Concepción,At Risk,2024-05-03,TikTok
614,Clarisa Edith Briones Córdova,gloria07@example.com,Valparaíso,Quilpué,Champions,2024-02-25,Facebook/Instagram
615,José Mauricio Cerda Valenzuela,elizabethcabrera@example.org,Biobío,Talcahuano,Loyal,2025-02-10,Google Ads
616,Benjamín Salinas Calderón,parrawalter@example.net,Valparaíso,Villa Alemana,Loyal,2024-12-10,TikTok
617,Olga Antonella Martínez López,andrea55@example.net,Metropolitana,Maipú,Lost,2023-07-25,Referido
618,Alex Vera Sandoval,lpinto@example.net,Antofagasta,Mejillones,Hibernating,2023-04-14,Email Marketing
619,Carlos Gallardo,acevedodaniel@example.com,Los Lagos,Osorno,At Risk,2024-04-03,Google Ads
620,Nicole Emilia Vargas Maureira,vargasantonella@example.com,Metropolitana,Peñalolén,At Risk,2023-02-22,Orgánico
621,Pedro Miguel Araya Martínez,nelsonvillarroel@example.com,O'Higgins,Rengo,Champions,2023-05-30,TikTok
622,Gustavo Rubio Padilla,jaimeespinoza@example.net,Valparaíso,San Antonio,Loyal,2024-12-31,Orgánico
623,Carlos Contreras González,herreraraul@example.org,O'Higgins,Rengo,Champions,2024-04-11,Email Marketing
624,Fresia Soto Román,yasmin53@example.org,Los Lagos,Ancud,New,2025-02-22,Google Ads
625,Inés Carmen Ávila-Valenzuela Vergara,castilloclaudio@example.com,Valparaíso,San Antonio,New,2023-02-08,Referido
626,María Marta Arias Ortiz,kimberly00@example.com,Metropolitana,Ñuñoa,Loyal,2025-01-09,TikTok
627,Eduardo Jorge Arroyo-Orellana Silva,carlosmunoz@example.net,Metropolitana,Providencia,New,2023-04-01,Email Marketing
628,Mateo Arévalo,arsenio37@example.com,Valparaíso,Valparaíso,At Risk,2024-06-26,Referido
629,Hilda María Cáceres Valenzuela,marialagos@example.com,Biobío,Hualpén,At Risk,2024-07-05,Referido
630,Cecilia Rosa Guzmán Poblete,pabarca@example.net,Metropolitana,La Reina,Loyal,2024-01-05,Referido
631,Omar Fuentes Castro,rodriguezalejandro@example.net,Metropolitana,La Florida,Hibernating,2024-06-06,TikTok
632,Guillermo Daniel Cubillos García,walter56@example.org,Maule,Linares,Loyal,2023-05-19,Orgánico
633,Maximiliano René Ramírez Araya,orregobernardita@example.com,Los Ríos,Corral,At Risk,2024-12-28,Orgánico
634,Danae Rosa Gallardo Prado,carlosparra@example.org,Valparaíso,Quilpué,Loyal,2023-02-20,TikTok
635,Rafaela Ivonne Navarrete-Fuentealba Núñez,jparraguez@example.net,Metropolitana,Las Condes,Lost,2023-01-28,Orgánico
636,Max Ramírez,valdebenitojuan@example.net,Metropolitana,Vitacura,At Risk,2023-03-19,Orgánico
637,Eliana Ferrada Barahona,dvaldivia@example.net,Metropolitana,Santiago,At Risk,2023-07-20,Google Ads
638,Nayareth Vargas Quintana,rgomez@example.org,Antofagasta,Mejillones,Loyal,2025-01-28,Facebook/Instagram
639,Julio Felipe Belmar Rojas,pereztomas@example.net,Metropolitana,Puente Alto,Lost,2025-03-29,Referido
640,Ana Paredes,margarita29@example.net,Biobío,Hualpén,New,2024-09-14,Referido
641,Marisol Javiera Valdivia Valenzuela,garciamonica@example.net,Metropolitana,San Miguel,New,2023-08-14,Email Marketing
642,Maximiliano Víctor Cárdenas Vargas,olivajaviera@example.com,Biobío,Chiguayante,Loyal,2023-03-01,Orgánico
643,José Sepúlveda,iahumada@example.net,Biobío,Los Ángeles,Loyal,2023-07-01,Referido
644,Almendra Parra González,villegasbenjamin@example.net,Maule,Curicó,Loyal,2025-05-02,Orgánico
645,Sergio José Rojas Reyes,irojas@example.net,Metropolitana,La Florida,Lost,2024-08-31,Referido
646,Mónica Antonia Aránguiz Hernández,roafernando@example.com,Metropolitana,La Reina,Champions,2023-04-14,Referido
647,Cristian Paredes,marquezana@example.org,Metropolitana,Estación Central,Hibernating,2024-07-20,Google Ads
648,Kevin Díaz,hipolitocruz@example.com,O'Higgins,Pichilemu,Champions,2024-08-03,Google Ads
649,Nancy Marcela Martinez Rubio,rafaellaguerrero@example.com,O'Higgins,Rancagua,New,2023-10-24,Orgánico
650,María Catalina Riquelme Cerda,gutierrezvictor@example.org,Biobío,Hualpén,Loyal,2023-01-23,Email Marketing
651,Nicole Ortiz-Berríos,danielaalvarez@example.com,Biobío,Concepción,New,2024-10-15,Google Ads
652,Santiago Cares,ubravo@example.net,Biobío,Concepción,Loyal,2023-07-01,Email Marketing
653,Patricia Garrido,marta00@example.net,Metropolitana,Peñalolén,Hibernating,2025-03-24,TikTok
654,Nicolás Rodrigo Araya Garrido,danielberrios@example.net,Antofagasta,Antofagasta,At Risk,2024-09-08,Google Ads
655,Dominga Catherine Miranda Herrera,ireyes@example.com,Valparaíso,Villa Alemana,Hibernating,2023-10-19,Referido
656,Yasna Barros Apablaza,olmosernesto@example.net,Metropolitana,Ñuñoa,Champions,2024-05-25,Orgánico
657,Patricia Mónica Lucero Villarroel,luis58@example.org,Valparaíso,Quilpué,New,2023-10-18,Google Ads
658,Valentina Salazar Acosta,ceballosmargot@example.com,Metropolitana,Macul,Champions,2024-11-06,Email Marketing
659,José Luis Rodríguez Calderón,zmadrid@example.net,Metropolitana,Peñalolén,Lost,2024-01-22,TikTok
660,Violeta Segura,mfigueroa@example.org,La Araucanía,Padre Las Casas,Champions,2024-09-11,Facebook/Instagram
661,Maximiliano Cabezas,sergiorebolledo@example.com,Metropolitana,San Miguel,At Risk,2025-06-16,Email Marketing
662,María Gloria Ortega Martínez,yesenia75@example.net,Biobío,Chiguayante,At Risk,2025-06-21,Facebook/Instagram
663,Jorge Oscar Rivera López,ourrutia@example.com,Metropolitana,Peñalolén,New,2023-06-04,TikTok
664,Rosa Gómez,vicente16@example.com,Metropolitana,San Miguel,Loyal,2024-04-13,TikTok
665,Elizabeth Helen Poblete Sepúlveda,bravoantonia@example.net,Metropolitana,Vitacura,Potential,2023-02-19,Orgánico
666,Francisca Romero,julieta67@example.net,Metropolitana,San Miguel,Loyal,2024-07-12,TikTok
667,Jorge Soto,joaquin21@example.org,La Araucanía,Victoria,Champions,2025-05-17,Facebook/Instagram
668,Julio Alexis Jofré Aranda,xrivas@example.com,Metropolitana,Puente Alto,At Risk,2023-03-19,Google Ads
669,Marisol Perla Riffo Ramírez,juan11@example.com,Biobío,Talcahuano,Loyal,2024-08-10,Email Marketing
670,Marcia Elgueta Oyarzún,htoledo@example.net,Valparaíso,Viña del Mar,New,2024-07-24,Facebook/Instagram
671,Alejandra Gina Uribe Vásquez,ortizdouglas@example.org,Biobío,Talcahuano,Champions,2025-04-06,Referido
672,Paolo Emilio Marín Pizarro,vcarvajal@example.com,Antofagasta,Taltal,At Risk,2023-06-11,Referido
673,Carlos Araya Santana,pmamani@example.net,La Araucanía,Victoria,New,2024-10-05,Email Marketing
674,Javiera Cecilia Medina Molina,cesarvalenzuela@example.org,Metropolitana,Ñuñoa,Hibernating,2023-04-27,Facebook/Instagram
675,Elsa Mónica Hidalgo Fierro,boris25@example.net,Metropolitana,San Miguel,New,2025-06-02,Orgánico
676,Bárbara Gajardo,manuel29@example.com,Metropolitana,Estación Central,Potential,2023-12-24,Facebook/Instagram
677,Felipe Jara,luisa03@example.com,Biobío,Talcahuano,At Risk,2025-05-07,Orgánico
678,Iván Luis Barros Morales,judithparra@example.com,Metropolitana,San Miguel,At Risk,2024-07-17,Email Marketing
679,José Riquelme Godoy,ssalazar@example.com,Valparaíso,Valparaíso,Loyal,2023-12-08,Google Ads
680,Jaime Muñoz Manríquez,laracena@example.org,Biobío,Los Ángeles,Champions,2024-10-11,TikTok
681,Luis Yáñez Arancibia,osepulveda@example.org,Metropolitana,Ñuñoa,Loyal,2025-03-25,Referido
682,Kevin Pedro Ramírez Alegría,tcid@example.com,Los Lagos,Castro,Champions,2024-04-19,Facebook/Instagram
683,María Aguirre,leonor88@example.org,Metropolitana,Las Condes,Loyal,2024-11-16,Google Ads
684,Teresa Magdalena Araneda Aravena,sandovalluis@example.org,Metropolitana,Macul,Loyal,2024-12-29,Orgánico
685,Nicole Patricia Moreno Valenzuela,bacevedo@example.org,La Araucanía,Angol,Loyal,2025-02-12,Google Ads
686,Maite Vidal,mauriciodiaz@example.net,Valparaíso,Viña del Mar,New,2024-01-06,Referido
687,Sofía Agustina Hermosilla Barría,xlopez@example.com,La Araucanía,Victoria,Champions,2023-04-11,Facebook/Instagram
688,Javiera Ruby Benítez Venegas,debora30@example.net,Valparaíso,Villa Alemana,New,2024-06-06,Referido
689,Osvaldo Fernández,jorgegarrido@example.org,Metropolitana,Maipú,At Risk,2025-02-13,Facebook/Instagram
690,Maximiliano Manuel Zúñiga Gallardo,hugo11@example.com,Maule,Constitución,Loyal,2024-09-21,Referido
691,María Tapia Pavez,ialvarado@example.org,Los Lagos,Puerto Varas,Lost,2024-03-22,Facebook/Instagram
692,Sebastián Ríos Fernández,maria09@example.net,La Araucanía,Villarrica,Champions,2025-06-25,Facebook/Instagram
693,Pedro Fuentes Cáceres,nataliatoledo@example.net,Metropolitana,Peñalolén,Potential,2023-09-13,Google Ads
694,Gladys Salazar Inostroza,javieracarrasco@example.net,Biobío,Concepción,At Risk,2023-03-05,Facebook/Instagram
695,Diana Inés Canales Quinteros,espinozaemma@example.net,Metropolitana,Peñalolén,Potential,2024-04-02,Email Marketing
696,Jhoan Gabriel Villalobos Gutiérrez,anaaguilar@example.com,Metropolitana,La Florida,Champions,2025-01-24,Google Ads
697,Elías Bórquez Hidalgo,manuel56@example.net,Antofagasta,Calama,Champions,2023-11-02,Referido
698,Priscila Echeverría Ramos,krojas@example.org,Metropolitana,Ñuñoa,Champions,2025-02-05,Referido
699,Julián Alberto Torres Osorio,danielamoya@example.net,Coquimbo,Ovalle,Hibernating,2024-04-16,Facebook/Instagram
700,Manuel Rony Mella Santander,amandacastro@example.org,Valparaíso,Villa Alemana,Champions,2024-03-04,TikTok
701,Juan Luis Troncoso Cabello,maria49@example.org,Metropolitana,Vitacura,New,2023-08-01,Referido
702,Roberto Jorge Neira Silva,marta10@example.com,Valparaíso,Quilpué,New,2024-04-23,Google Ads
703,Paulina Barrios León,adriana30@example.com,O'Higgins,Rengo,Loyal,2024-09-24,Referido
704,Sonia Martina Vásquez Aranda,nmercado@example.com,La Araucanía,Victoria,At Risk,2024-08-25,TikTok
705,Ana Constanza Oyarzún Olivares,munozalexander@example.com,Maule,Constitución,Hibernating,2023-01-10,Orgánico
706,Frank Quiroz,juan80@example.com,Biobío,Concepción,Loyal,2024-07-22,TikTok
707,Byron Gallardo Farías,osoriopablo@example.net,La Araucanía,Temuco,Loyal,2023-07-14,Referido
708,María Julia Espinosa Saavedra,katerinearos@example.net,Maule,Curicó,Loyal,2025-01-21,Orgánico
709,Gaspar Alexis Opazo Espinoza,martin85@example.com,Metropolitana,Las Condes,Potential,2025-03-07,Google Ads
710,Lucía Mónica González Peña,cabrerakatherine@example.com,Valparaíso,Quilpué,At Risk,2025-04-23,Orgánico
711,Pía Bugueño,barriosgiovanna@example.com,Metropolitana,San Miguel,At Risk,2024-12-24,Email Marketing
712,Freddy Valenzuela,julietaescobar@example.net,Los Ríos,Río Bueno,Loyal,2024-06-09,Orgánico
713,Maximiliano Claudio Lazo Maureira,kmunoz@example.net,Antofagasta,Taltal,At Risk,2024-03-27,Referido
714,Cynthia Isidora Tapia Álvarez,silviaulloa@example.com,Metropolitana,La Reina,Loyal,2024-01-07,TikTok
715,Luis Ruiz Ruz,elbasilva@example.com,La Araucanía,Villarrica,Loyal,2024-08-26,Orgánico
716,Javiera Priscila Hernández Gutiérrez,vvargas@example.net,Antofagasta,Mejillones,Loyal,2024-03-13,Google Ads
717,Marcelo José Hernández Vergara,ramirezlilian@example.net,Metropolitana,Providencia,Loyal,2024-03-24,Email Marketing
718,Darwin Víctor Parra Bustamante,riveraconstanza@example.com,Biobío,Talcahuano,Loyal,2023-05-16,Email Marketing
719,Florencia Rodríguez,nancy13@example.org,Antofagasta,Tocopilla,New,2023-09-11,Facebook/Instagram
720,Luz Victoria Peña Álvarez,osoriorosa@example.org,Metropolitana,Providencia,Loyal,2024-12-14,Facebook/Instagram
